index,District,D Positive Tweet,D Negative Tweet,R Positive Tweet,R Negative Tweet
0,CO02,0.775,0.225,0.7610619469026548,0.23893805309734514
0,CO03,0.7083333333333334,0.2916666666666667,0.6170212765957447,0.3829787234042553
0,CO04,0.7266187050359713,0.2733812949640288,0.6576576576576577,0.34234234234234234
0,CO05,0.7,0.3,0.42857142857142855,0.5714285714285714
0,CO06,0.7904761904761904,0.20952380952380953,0.7767857142857143,0.22321428571428573
0,CO07,0.8278688524590164,0.1721311475409836,0.8157894736842105,0.18421052631578946
0,CO01,0.6551724137931034,0.3448275862068966,0.9523809523809523,0.047619047619047616
0,CO08,0.8214285714285714,0.17857142857142858,0.7761194029850746,0.22388059701492538
0,CT01,0.8,0.2,0.5952380952380952,0.40476190476190477
0,CT02,0.75,0.25,0.7096774193548387,0.2903225806451613
0,CT03,0.6956521739130435,0.30434782608695654,0.8918918918918919,0.10810810810810811
0,CT04,0.6956521739130435,0.30434782608695654,0.6779661016949152,0.3220338983050847
0,CT05,0.7425742574257426,0.25742574257425743,0.7613636363636364,0.23863636363636365
0,DE00,0.7684210526315789,0.23157894736842105,0.6363636363636364,0.36363636363636365
0,FL02,0.9019607843137255,0.09803921568627451,0.7340425531914894,0.26595744680851063
0,FL03,0.7419354838709677,0.25806451612903225,0.5080645161290323,0.49193548387096775
0,FL04,0.9222222222222223,0.07777777777777778,0.8617021276595744,0.13829787234042554
0,FL05,0,0,0.6666666666666666,0.3333333333333333
0,FL06,0,0,0.71875,0.28125
0,FL07,0.7037037037037037,0.2962962962962963,0.6771653543307087,0.3228346456692913
0,FL08,0.8163265306122449,0.1836734693877551,0.4014084507042254,0.5985915492957746
0,FL09,0.6125,0.3875,0.5689655172413793,0.43103448275862066
0,FL10,0.6942148760330579,0.30578512396694213,0.907563025210084,0.09243697478991597
0,FL11,0.801980198019802,0.19801980198019803,0.7431192660550459,0.25688073394495414
0,FL12,0.8404255319148937,0.1595744680851064,0.7325581395348837,0.26744186046511625
0,FL13,0.8522727272727273,0.14772727272727273,0.6779661016949152,0.3220338983050847
0,FL14,0.4426229508196721,0.5573770491803278,0.788235294117647,0.21176470588235294
0,FL15,0.8780487804878049,0.12195121951219512,0.7792207792207793,0.22077922077922077
0,FL16,0.4666666666666667,0.5333333333333333,0.5504587155963303,0.44954128440366975
0,FL17,0.7373737373737373,0.26262626262626265,0.6746987951807228,0.3253012048192771
0,FL18,0,0,0.803921568627451,0.19607843137254902
0,FL21,0.8378378378378378,0.16216216216216217,0.6756756756756757,0.32432432432432434
0,FL22,0.8157894736842105,0.18421052631578946,0.8454545454545455,0.15454545454545454
0,FL23,0.8671875,0.1328125,0.6607142857142857,0.3392857142857143
0,FL01,0.5423728813559322,0.4576271186440678,0.6404494382022472,0.3595505617977528
0,FL24,0.7007874015748031,0.2992125984251969,0.8823529411764706,0.11764705882352941
0,FL25,0.59375,0.40625,0.7850467289719626,0.21495327102803738
0,FL26,0.8768115942028986,0.12318840579710146,0.8636363636363636,0.13636363636363635
0,FL27,0.6944444444444444,0.3055555555555556,0.8571428571428571,0.14285714285714285
0,FL19,0.6052631578947368,0.39473684210526316,0.5894736842105263,0.4105263157894737
0,FL20,0.8412698412698413,0.15873015873015872,0.6386554621848739,0.36134453781512604
0,FL28,0.87,0.13,0.7272727272727273,0.2727272727272727
0,GA01,0.7941176470588235,0.20588235294117646,0.6373626373626373,0.3626373626373626
0,GA02,0.5955056179775281,0.4044943820224719,0.8292682926829268,0.17073170731707318
0,GA03,0.8198198198198198,0.18018018018018017,0.7590361445783133,0.24096385542168675
0,GA04,0.66,0.34,0.5925925925925926,0.4074074074074074
0,GA05,0.7563025210084033,0.24369747899159663,0.725,0.275
0,GA07,0.5319148936170213,0.46808510638297873,0.8151260504201681,0.18487394957983194
0,GA08,0.7843137254901961,0.21568627450980393,0.7798165137614679,0.22018348623853212
0,GA09,0.74,0.26,0.6814159292035398,0.3185840707964602
0,GA10,0.7037037037037037,0.2962962962962963,0.7327586206896551,0.2672413793103448
0,GA11,0.8269230769230769,0.17307692307692307,0.6559139784946236,0.34408602150537637
0,GA12,0.7575757575757576,0.24242424242424243,0.7549019607843137,0.24509803921568626
0,GA13,0.5419847328244275,0.4580152671755725,0.7448979591836735,0.25510204081632654
0,GA14,0.6822429906542056,0.3177570093457944,0.594059405940594,0.40594059405940597
0,GA06,0.8849557522123894,0.11504424778761062,0.9798994974874372,0.020100502512562814
0,HI02,0.7905405405405406,0.20945945945945946,0.7319587628865979,0.26804123711340205
0,HI01,0.6527777777777778,0.3472222222222222,0.8333333333333334,0.16666666666666666
0,IA01,0.7310924369747899,0.2689075630252101,0.6990291262135923,0.30097087378640774
0,IA02,0.7,0.3,0.6371681415929203,0.36283185840707965
0,IA03,0.6907216494845361,0.30927835051546393,0.8241758241758241,0.17582417582417584
0,IA04,0.7711864406779662,0.2288135593220339,0.72,0.28
0,ID01,0.8220338983050848,0.17796610169491525,0.6936936936936937,0.3063063063063063
0,ID02,0.7837837837837838,0.21621621621621623,0.7207207207207207,0.27927927927927926
0,IL01,0.8842975206611571,0.11570247933884298,0.7289719626168224,0.27102803738317754
0,IL03,0.7816091954022989,0.21839080459770116,0.7555555555555555,0.24444444444444444
0,IL04,0.6956521739130435,0.30434782608695654,0.8571428571428571,0.14285714285714285
0,IL05,0.7653061224489796,0.23469387755102042,0.6825396825396826,0.31746031746031744
0,IL06,0.6538461538461539,0.34615384615384615,0.6116504854368932,0.3883495145631068
0,IL07,0.6382978723404256,0.3617021276595745,0,0
0,IL08,0.7768595041322314,0.2231404958677686,0.672,0.328
0,IL09,0.6708860759493671,0.3291139240506329,0.6,0.4
0,IL10,0.7238095238095238,0.2761904761904762,0.8214285714285714,0.17857142857142858
0,IL11,0.8058252427184466,0.1941747572815534,0.8152866242038217,0.18471337579617833
0,IL12,0.8985507246376812,0.10144927536231885,0.7142857142857143,0.2857142857142857
0,IL13,0.864406779661017,0.13559322033898305,0.7207207207207207,0.27927927927927926
0,IL14,0.75,0.25,0.79,0.21
0,IL15,0.79,0.21,0.6875,0.3125
0,IL16,1.0,0.0,0.7431192660550459,0.25688073394495414
0,IL17,0.5597014925373134,0.44029850746268656,0.9798994974874372,0.020100502512562814
0,IL02,0.7522935779816514,0.24770642201834864,0.6568627450980392,0.3431372549019608
0,IN01,0.823076923076923,0.17692307692307693,0.3229166666666667,0.6770833333333334
0,IN02,0.7844827586206896,0.21551724137931033,0.632183908045977,0.367816091954023
0,IN03,0.7127659574468085,0.2872340425531915,0.6138613861386139,0.38613861386138615
0,IN04,0.7899159663865546,0.21008403361344538,0.8,0.2
0,IN05,0.7747747747747747,0.22522522522522523,0.6944444444444444,0.3055555555555556
0,IN06,0.8113207547169812,0.18867924528301888,0.6637931034482759,0.33620689655172414
0,IN07,0.7333333333333333,0.26666666666666666,0.7843137254901961,0.21568627450980393
0,IN08,0.8,0.2,0.6637931034482759,0.33620689655172414
0,IN09,0.8585858585858586,0.1414141414141414,0.8380952380952381,0.1619047619047619
0,KS01,0.8384615384615385,0.16153846153846155,0.7610619469026548,0.23893805309734514
0,KS03,0.6902654867256637,0.30973451327433627,0.7524752475247525,0.24752475247524752
0,KS02,0.7764705882352941,0.2235294117647059,0.69,0.31
0,KS04,0.7108433734939759,0.2891566265060241,0.6306306306306306,0.36936936936936937
0,KY03,0.7798165137614679,0.22018348623853212,0.8181818181818182,0.18181818181818182
0,KY05,0.5573770491803278,0.4426229508196721,0.7232142857142857,0.2767857142857143
0,KY06,0.8406593406593407,0.15934065934065933,0.7545454545454545,0.24545454545454545
0,KY01,0.8661417322834646,0.13385826771653545,0.6611570247933884,0.33884297520661155
0,KY02,0.85,0.15,0.7931034482758621,0.20689655172413793
0,KY04,0.7983870967741935,0.20161290322580644,0.898876404494382,0.10112359550561797
0,LA01,0.776,0.224,0.5625,0.4375
0,LA02,0.6875,0.3125,0.75,0.25
0,LA03,0.8316831683168316,0.16831683168316833,0.638676844783715,0.361323155216285
0,LA04,0,0,0.7777777777777778,0.2222222222222222
0,LA05,0.723404255319149,0.2765957446808511,0.7341040462427746,0.2658959537572254
0,LA06,0,0,0.7457627118644068,0.2542372881355932
0,MA01,0.7663551401869159,0.2336448598130841,0.8125,0.1875
0,MA02,0.7117117117117117,0.2882882882882883,0.7012987012987013,0.2987012987012987
0,MA03,0.7913043478260869,0.20869565217391303,0.625,0.375
0,MA04,0.6179775280898876,0.38202247191011235,0,0
0,MA06,0.6530612244897959,0.3469387755102041,0.7043478260869566,0.2956521739130435
0,MA07,0.5740740740740741,0.42592592592592593,0.7024793388429752,0.2975206611570248
0,MA08,0.7363636363636363,0.2636363636363636,0.7628865979381443,0.23711340206185566
0,MA09,0.7652173913043478,0.23478260869565218,0.7814569536423841,0.2185430463576159
0,MA05,0.8076923076923077,0.19230769230769232,0.6063829787234043,0.39361702127659576
0,MD01,0.7391304347826086,0.2608695652173913,0.7109375,0.2890625
0,MD02,0.7627118644067796,0.23728813559322035,0.6633663366336634,0.33663366336633666
0,MD03,0.8172043010752689,0.1827956989247312,0.8269230769230769,0.17307692307692307
0,MD04,0.8525641025641025,0.14743589743589744,0.6178861788617886,0.3821138211382114
0,MD05,0.4024390243902439,0.5975609756097561,0.7156862745098039,0.28431372549019607
0,MD06,0.8780487804878049,0.12195121951219512,0.65,0.35
0,MD07,0.8348623853211009,0.1651376146788991,0.8723404255319149,0.1276595744680851
0,MD08,0.7747747747747747,0.22522522522522523,0.8207547169811321,0.1792452830188679
0,ME01,0.6435643564356436,0.3564356435643564,1.0,0.0
0,ME02,0.9390862944162437,0.06091370558375635,0.8214285714285714,0.17857142857142858
0,MI01,0.8415841584158416,0.15841584158415842,0.5981308411214953,0.40186915887850466
0,MI02,0.7378640776699029,0.2621359223300971,0.7619047619047619,0.23809523809523808
0,MI03,0.848,0.152,0.6476190476190476,0.3523809523809524
0,MI04,0.8632478632478633,0.13675213675213677,0.6511627906976745,0.3488372093023256
0,MI05,0.7480314960629921,0.25196850393700787,0.7540983606557377,0.2459016393442623
0,MI06,0.7416666666666667,0.25833333333333336,0.5035971223021583,0.49640287769784175
0,MI07,0.7301587301587301,0.2698412698412698,0.5656565656565656,0.43434343434343436
0,MI08,0.7192982456140351,0.2807017543859649,0.6548672566371682,0.34513274336283184
0,MI09,0.6616541353383458,0.3383458646616541,0.7352941176470589,0.2647058823529412
0,MI10,0.6846846846846847,0.3153153153153153,0.7699115044247787,0.23008849557522124
0,MI11,0.7692307692307693,0.23076923076923078,0.75,0.25
0,MI12,0.7157894736842105,0.28421052631578947,0.717391304347826,0.2826086956521739
0,MI13,0.65625,0.34375,0.7123287671232876,0.2876712328767123
0,MN01,0.8650793650793651,0.1349206349206349,0.6974789915966386,0.3025210084033613
0,MN02,0.6890756302521008,0.31092436974789917,0.5428571428571428,0.45714285714285713
0,MN03,0.6875,0.3125,0.75,0.25
0,MN04,0.7454545454545455,0.2545454545454545,0.8428571428571429,0.15714285714285714
0,MN05,0.6019417475728155,0.39805825242718446,0.773109243697479,0.226890756302521
0,MN06,0.7894736842105263,0.21052631578947367,0.5148514851485149,0.48514851485148514
0,MN07,0.7454545454545455,0.2545454545454545,0.7027027027027027,0.2972972972972973
0,MN08,0.7547169811320755,0.24528301886792453,0.8016528925619835,0.19834710743801653
0,MO02,0.7428571428571429,0.2571428571428571,0.7213114754098361,0.2786885245901639
0,MO03,0.9529411764705882,0.047058823529411764,0.45714285714285713,0.5428571428571428
0,MO04,0.8285714285714286,0.17142857142857143,0.7457627118644068,0.2542372881355932
0,MO05,0.6631578947368421,0.3368421052631579,0.7346938775510204,0.2653061224489796
0,MO06,0.8333333333333334,0.16666666666666666,0.6611570247933884,0.33884297520661155
0,MO07,0.8076923076923077,0.19230769230769232,0.693069306930693,0.3069306930693069
0,MO08,0.8174603174603174,0.18253968253968253,0.7350427350427351,0.26495726495726496
0,MO01,0.59375,0.40625,0.7164179104477612,0.2835820895522388
0,MS02,0.6124031007751938,0.3875968992248062,0.6416666666666667,0.35833333333333334
0,MS03,0.6153846153846154,0.38461538461538464,0.5474452554744526,0.45255474452554745
0,MS04,0.7007874015748031,0.2992125984251969,0.8666666666666667,0.13333333333333333
0,MS01,0.3401015228426396,0.6598984771573604,0.6637168141592921,0.336283185840708
0,MT01,0.6712328767123288,0.3287671232876712,0.6759259259259259,0.32407407407407407
0,MT02,0.7087378640776699,0.2912621359223301,0.7786885245901639,0.22131147540983606
0,NC03,0.7480314960629921,0.25196850393700787,0.7431192660550459,0.25688073394495414
0,NC07,0.7415730337078652,0.25842696629213485,0.7459016393442623,0.2540983606557377
0,NC09,0.782608695652174,0.21739130434782608,0.801980198019802,0.19801980198019803
0,NC11,0.9328859060402684,0.06711409395973154,0.7686567164179104,0.23134328358208955
0,NC01,0.7966101694915254,0.2033898305084746,0.8448275862068966,0.15517241379310345
0,NC02,0.8478260869565217,0.15217391304347827,0.8153846153846154,0.18461538461538463
0,NC04,0.7538461538461538,0.24615384615384617,0.6923076923076923,0.3076923076923077
0,NC05,0.575,0.425,0.5128205128205128,0.48717948717948717
0,NC06,0.7540983606557377,0.2459016393442623,0.7469879518072289,0.25301204819277107
0,NC08,0.75,0.25,0.7051282051282052,0.2948717948717949
0,NC10,0.8130841121495327,0.18691588785046728,0.49295774647887325,0.5070422535211268
0,NC12,0.7889908256880734,0.21100917431192662,0.6842105263157895,0.3157894736842105
0,NC13,0.8108108108108109,0.1891891891891892,0.6637931034482759,0.33620689655172414
0,NC14,0.7327586206896551,0.2672413793103448,0.5555555555555556,0.4444444444444444
0,ND00,0,0,0.7333333333333333,0.26666666666666666
0,NE01,0.8269230769230769,0.17307692307692307,0.7326732673267327,0.26732673267326734
0,NE03,0.6938775510204082,0.30612244897959184,0.7444444444444445,0.25555555555555554
0,NE02,0.6785714285714286,0.32142857142857145,0.6307692307692307,0.36923076923076925
0,NH01,0.8615384615384616,0.13846153846153847,0.752,0.248
0,NH02,0.8085106382978723,0.19148936170212766,0.7636363636363637,0.23636363636363636
0,NJ01,0.7722772277227723,0.22772277227722773,0.9029126213592233,0.0970873786407767
0,NJ02,0.6666666666666666,0.3333333333333333,0.7425742574257426,0.25742574257425743
0,NJ04,0.7559055118110236,0.2440944881889764,0.7352941176470589,0.2647058823529412
0,NJ05,0.5797101449275363,0.42028985507246375,0.7927927927927928,0.2072072072072072
0,NJ06,0.6477272727272727,0.3522727272727273,0.9216867469879518,0.0783132530120482
0,NJ08,0.45871559633027525,0.5412844036697247,0.4444444444444444,0.5555555555555556
0,NJ03,0.9280575539568345,0.07194244604316546,0.8235294117647058,0.17647058823529413
0,,0,0,0,0
0,NJ07,0.8343949044585988,0.16560509554140126,0.9555555555555556,0.044444444444444446
0,NJ10,0.7419354838709677,0.25806451612903225,0.8773584905660378,0.12264150943396226
0,NJ12,0.8275862068965517,0.1724137931034483,0.75,0.25
0,NJ09,0.6597938144329897,0.3402061855670103,0.7293233082706767,0.2706766917293233
0,NJ11,0.7716535433070866,0.2283464566929134,0.5572519083969466,0.44274809160305345
0,NM03,0.8984375,0.1015625,0.8435374149659864,0.1564625850340136
0,NM02,0.75,0.25,0.7258064516129032,0.27419354838709675
0,NM01,0.8345323741007195,0.16546762589928057,0.8,0.2
0,NV01,0.6938775510204082,0.30612244897959184,0.628099173553719,0.371900826446281
0,NV03,0.8333333333333334,0.16666666666666666,0.71,0.29
0,NV02,0.8058252427184466,0.1941747572815534,0.6571428571428571,0.34285714285714286
0,NV04,0.7433628318584071,0.25663716814159293,0.6907216494845361,0.30927835051546393
0,NY01,0.900709219858156,0.09929078014184398,0.75,0.25
0,NY02,0.8403361344537815,0.15966386554621848,0.7165354330708661,0.28346456692913385
0,NY03,0.7518796992481203,0.24812030075187969,0.75,0.25
0,NY04,0.7109375,0.2890625,0.8220338983050848,0.17796610169491525
0,NY05,0.5181818181818182,0.4818181818181818,0.7570093457943925,0.24299065420560748
0,NY06,0.7380952380952381,0.2619047619047619,0.8928571428571429,0.10714285714285714
0,NY07,0.5529411764705883,0.4470588235294118,0.5714285714285714,0.42857142857142855
0,NY08,0.7010309278350515,0.29896907216494845,0.8260869565217391,0.17391304347826086
0,NY10,0.7432432432432432,0.25675675675675674,0.7857142857142857,0.21428571428571427
0,NY11,0.9210526315789473,0.07894736842105263,0.875,0.125
0,NY12,0.6728971962616822,0.32710280373831774,0.65,0.35
0,NY13,1.0,0.0,0,0
0,NY14,0.6090909090909091,0.39090909090909093,0.6779661016949152,0.3220338983050847
0,NY15,0.44715447154471544,0.5528455284552846,1.0,0.0
0,NY16,0.5833333333333334,0.4166666666666667,0.9090909090909091,0.09090909090909091
0,NY17,0.6880733944954128,0.3119266055045872,0.8731343283582089,0.12686567164179105
0,NY18,0.6771653543307087,0.3228346456692913,0.8468468468468469,0.15315315315315314
0,NY19,0.75,0.25,0.7914110429447853,0.2085889570552147
0,NY20,0.7899159663865546,0.21008403361344538,0.8933333333333333,0.10666666666666667
0,NY21,0.6171875,0.3828125,0.7076923076923077,0.2923076923076923
0,NY22,0.7936507936507936,0.20634920634920634,0.8163265306122449,0.1836734693877551
0,NY23,0.9166666666666666,0.08333333333333333,0.7142857142857143,0.2857142857142857
0,NY24,0.7244094488188977,0.2755905511811024,0.7010309278350515,0.29896907216494845
0,NY25,0.7553191489361702,0.24468085106382978,0.84251968503937,0.15748031496062992
0,NY26,0.7575757575757576,0.24242424242424243,0.5737704918032787,0.4262295081967213
0,NY09,0.7672413793103449,0.23275862068965517,0,0
0,OH01,0.8053097345132744,0.19469026548672566,0.9285714285714286,0.07142857142857142
0,OH03,0.704,0.296,0.7903225806451613,0.20967741935483872
0,OH04,0.7362637362637363,0.26373626373626374,0.66,0.34
0,OH05,0.7720588235294118,0.22794117647058823,0.6909090909090909,0.3090909090909091
0,OH06,0.746031746031746,0.25396825396825395,0.7387387387387387,0.26126126126126126
0,OH07,0.656,0.344,0.7894736842105263,0.21052631578947367
0,OH09,0.75,0.25,0.625,0.375
0,OH10,0.6306306306306306,0.36936936936936937,0.6534653465346535,0.3465346534653465
0,OH11,0.7463768115942029,0.2536231884057971,0.7723577235772358,0.22764227642276422
0,OH13,0.7744360902255639,0.22556390977443608,0.7115384615384616,0.28846153846153844
0,OH14,0.7868852459016393,0.21311475409836064,0.751937984496124,0.24806201550387597
0,OH15,0.7571428571428571,0.24285714285714285,0.8045977011494253,0.19540229885057472
0,OH02,0.5072463768115942,0.4927536231884058,0.6530612244897959,0.3469387755102041
0,OH08,0.7473684210526316,0.25263157894736843,0.5853658536585366,0.4146341463414634
0,OH12,0.8333333333333334,0.16666666666666666,0.76,0.24
0,OK01,0.65625,0.34375,0.7578947368421053,0.24210526315789474
0,OK03,0.6886792452830188,0.3113207547169811,0.7297297297297297,0.2702702702702703
0,OK04,0.7619047619047619,0.23809523809523808,0.7105263157894737,0.2894736842105263
0,OK02,0.9148936170212766,0.0851063829787234,0.8195488721804511,0.18045112781954886
0,OK05,0.8723404255319149,0.1276595744680851,0.780952380952381,0.21904761904761905
0,OR02,0.7821782178217822,0.21782178217821782,0.6491228070175439,0.3508771929824561
0,OR03,0.7090909090909091,0.2909090909090909,0.7357142857142858,0.2642857142857143
0,OR04,0.7029702970297029,0.297029702970297,0.7217391304347827,0.2782608695652174
0,OR05,0.7435897435897436,0.2564102564102564,0.9047619047619048,0.09523809523809523
0,OR01,0.8360655737704918,0.16393442622950818,0.7821782178217822,0.21782178217821782
0,OR06,1.0,0.0,0.7583333333333333,0.24166666666666667
0,PA01,0.7969924812030075,0.20300751879699247,0.7165354330708661,0.28346456692913385
0,PA03,0.8771929824561403,0.12280701754385964,0,0
0,PA04,0.7934782608695652,0.20652173913043478,0.8048780487804879,0.1951219512195122
0,PA05,0.8137254901960784,0.18627450980392157,0.9629629629629629,0.037037037037037035
0,PA06,0.8214285714285714,0.17857142857142858,0.7727272727272727,0.22727272727272727
0,PA07,0.8762886597938144,0.12371134020618557,0.7763157894736842,0.2236842105263158
0,PA08,0.7938931297709924,0.20610687022900764,0.7156862745098039,0.28431372549019607
0,PA10,0.8278688524590164,0.1721311475409836,0.6354166666666666,0.3645833333333333
0,PA11,0.8015267175572519,0.1984732824427481,0.6339285714285714,0.36607142857142855
0,PA12,0.7966101694915254,0.2033898305084746,0.7217391304347827,0.2782608695652174
0,PA13,0,0,0.7835051546391752,0.21649484536082475
0,PA14,0,0,0.7636363636363637,0.23636363636363636
0,PA16,0.8522727272727273,0.14772727272727273,0.8429752066115702,0.15702479338842976
0,PA17,0.8914728682170543,0.10852713178294573,0.7410714285714286,0.25892857142857145
0,PA02,0.7982456140350878,0.20175438596491227,0.7209302325581395,0.27906976744186046
0,PA09,0.6290322580645161,0.3709677419354839,0.7634408602150538,0.23655913978494625
0,PA15,1.0,0.0,0.8363636363636363,0.16363636363636364
0,RI01,0.6460176991150443,0.35398230088495575,0.6991150442477876,0.3008849557522124
0,RI02,0.6825396825396826,0.31746031746031744,0.7931034482758621,0.20689655172413793
0,SC02,0.8434782608695652,0.1565217391304348,0.6730769230769231,0.3269230769230769
0,SC03,0,0,0.5982905982905983,0.4017094017094017
0,SC04,0,0,0.7215189873417721,0.27848101265822783
0,SC06,0.6808510638297872,0.3191489361702128,0.8173913043478261,0.1826086956521739
0,SC07,0.8346456692913385,0.16535433070866143,0.8532110091743119,0.14678899082568808
0,SC01,0.7788461538461539,0.22115384615384615,0.71875,0.28125
0,SC05,0.8360655737704918,0.16393442622950818,0.6049382716049383,0.3950617283950617
0,SD00,0,0,0.20754716981132076,0.7924528301886793
0,TN01,1.0,0.0,0.43548387096774194,0.5645161290322581
0,TN02,0.6923076923076923,0.3076923076923077,0.6952380952380952,0.3047619047619048
0,TN03,0.824,0.176,0.3671875,0.6328125
0,TN04,0.7184466019417476,0.2815533980582524,0.512396694214876,0.48760330578512395
0,TN05,0.7672413793103449,0.23275862068965517,0.6101694915254238,0.3898305084745763
0,TN06,0.8153846153846154,0.18461538461538463,0.9013157894736842,0.09868421052631579
0,TN07,0.65,0.35,0.4293785310734463,0.5706214689265536
0,TN08,0.7938144329896907,0.20618556701030927,0.6953125,0.3046875
0,TN09,0.6578947368421053,0.34210526315789475,0.7593984962406015,0.24060150375939848
