District,D Positive Tweet,D Negative Tweet,R Positive Tweet,R Negative Tweet,Raw PVI,2020 Biden %,2020 Trump %,2016 Clinton %,2016 Trump %,D Popularity,R Popularity,Winners
MD04,0.8525641025641025,0.1474358974358974,0.6178861788617886,0.3821138211382114,39.51,0.892,0.086,0.892,0.07400000000000001,13000,1710000,D
MD05,0.4024390243902439,0.5975609756097561,0.7156862745098039,0.284313725490196,15.08,0.67,0.307,0.5920000000000001,0.353,99500,799,D
MD06,0.8780487804878049,0.1219512195121951,0.65,0.35,1.97,0.536,0.43799999999999994,0.474,0.462,26100,7020,D
MD07,0.8348623853211009,0.1651376146788991,0.8723404255319149,0.1276595744680851,30.11,0.805,0.174,0.777,0.17600000000000002,4920,141000,D
MD08,0.7747747747747747,0.2252252252252252,0.8207547169811321,0.1792452830188679,29.5,0.799,0.17800000000000002,0.757,0.184,87700,17200,D
ME01,0.6435643564356436,0.3564356435643564,1.0,0.0,8.76,0.6,0.37200000000000005,0.5379999999999999,0.39399999999999996,11100,368,D
ME02,0.9390862944162436,0.0609137055837563,0.8214285714285714,0.1785714285714285,-5.56,0.455,0.516,0.41600000000000004,0.506,594000,10300,D
MI01,0.8415841584158416,0.1584158415841584,0.5981308411214953,0.4018691588785046,-12.59,0.39299999999999996,0.591,0.35600000000000004,0.589,643,55200,R
MI02,0.7378640776699029,0.2621359223300971,0.7619047619047619,0.238095238095238,-16.47,0.35,0.632,0.32899999999999996,0.609,10700,4250,R
MI03,0.848,0.152,0.6476190476190476,0.3523809523809524,1.28,0.5329999999999999,0.44799999999999995,0.467,0.466,7910,187000,D
MI04,0.8632478632478633,0.1367521367521367,0.6511627906976745,0.3488372093023256,-4.74,0.47100000000000003,0.51,0.42200000000000004,0.516,118000,11000,R
MI05,0.7480314960629921,0.2519685039370078,0.7540983606557377,0.2459016393442623,-14.55,0.371,0.612,0.345,0.599,8860,8850,R
MI06,0.7416666666666667,0.2583333333333333,0.5035971223021583,0.4964028776978417,10.89,0.627,0.36,0.58,0.37200000000000005,19700,1060,D
MI07,0.7301587301587301,0.2698412698412698,0.5656565656565656,0.4343434343434343,-2.12,0.496,0.48700000000000004,0.451,0.489,22700,397000,D
MI08,0.7192982456140351,0.2807017543859649,0.6548672566371682,0.3451327433628318,-1.07,0.503,0.48200000000000004,0.48,0.469,3070,340000,D
MI09,0.6616541353383458,0.3383458646616541,0.7352941176470589,0.2647058823529412,-17.54,0.345,0.64,0.309,0.64,8680,15100,R
MI10,0.6846846846846847,0.3153153153153153,0.7699115044247787,0.2300884955752212,-3.05,0.489,0.498,0.451,0.504,2060,105000000,R
MI11,0.7692307692307693,0.2307692307692307,0.75,0.25,7.38,0.593,0.39399999999999996,0.545,0.406,56300,91500,D
MI12,0.7157894736842105,0.2842105263157894,0.717391304347826,0.2826086956521739,22.55,0.737,0.252,0.718,0.24600000000000002,53000,184000,D
MI13,0.65625,0.34375,0.7123287671232876,0.2876712328767123,23.47,0.742,0.24600000000000002,0.741,0.22699999999999998,7080,176,D
MN01,0.8650793650793651,0.1349206349206349,0.6974789915966386,0.3025210084033613,-7.41,0.442,0.534,0.385,0.524,2960,2050,R
MN02,0.6890756302521008,0.3109243697478991,0.5428571428571428,0.4571428571428571,0.61,0.524,0.452,0.45,0.46,49500,3840,D
MN03,0.6875,0.3125,0.75,0.25,7.54,0.593,0.384,0.511,0.401,237000,9380,D
MN04,0.7454545454545455,0.2545454545454545,0.8428571428571429,0.1571428571428571,16.61,0.675,0.302,0.611,0.3,17300,1080,D
MN05,0.6019417475728155,0.3980582524271844,0.773109243697479,0.226890756302521,29.73,0.8029999999999999,0.174,0.733,0.18100000000000002,152000,9200,D
MN06,0.7894736842105263,0.2105263157894736,0.5148514851485149,0.4851485148514851,-11.99,0.4,0.5760000000000001,0.33799999999999997,0.575,8570,67800,R
MN07,0.7454545454545455,0.2545454545454545,0.7027027027027027,0.2972972972972973,-19.26,0.324,0.6559999999999999,0.293,0.632,584,4700,R
MN08,0.7547169811320755,0.2452830188679245,0.8016528925619835,0.1983471074380165,-8.04,0.433,0.545,0.395,0.523,27700,6050,R
MO02,0.7428571428571429,0.2571428571428571,0.7213114754098361,0.2786885245901639,-7.1,0.45299999999999996,0.531,0.39299999999999996,0.5579999999999999,1460,99100,R
MO03,0.9529411764705882,0.0470588235294117,0.4571428571428571,0.5428571428571428,-16.03,0.36,0.621,0.32,0.629,17900,5270,R
MO04,0.8285714285714286,0.1714285714285714,0.7457627118644068,0.2542372881355932,-22.62,0.292,0.688,0.266,0.682,61400,56700,R
MO05,0.6631578947368421,0.3368421052631579,0.7346938775510204,0.2653061224489796,10.78,0.622,0.358,0.575,0.371,8870,14300,D
MO06,0.8333333333333334,0.1666666666666666,0.6611570247933884,0.3388429752066115,-21.19,0.306,0.677,0.28300000000000003,0.6659999999999999,6310000,159000,R
MO07,0.8076923076923077,0.1923076923076923,0.693069306930693,0.3069306930693069,-23.76,0.284,0.698,0.248,0.7020000000000001,846,2940,R
MO08,0.8174603174603174,0.1825396825396825,0.7350427350427351,0.2649572649572649,-28.1,0.23600000000000002,0.7490000000000001,0.22699999999999998,0.735,374,21200000,R
MO01,0.59375,0.40625,0.7164179104477612,0.2835820895522388,27.32,0.784,0.2,0.7490000000000001,0.209,40400,20500000,D
MS02,0.6124031007751938,0.3875968992248062,0.6416666666666667,0.3583333333333333,11.19,0.625,0.364,0.623,0.364,69800,713000,D
MS03,0.6153846153846154,0.3846153846153846,0.5474452554744526,0.4525547445255474,-14.74,0.37200000000000005,0.615,0.35200000000000004,0.628,2000,18700000,R
MS04,0.7007874015748031,0.2992125984251969,0.8666666666666667,0.1333333333333333,-21.74,0.303,0.6829999999999999,0.281,0.695,16300,18600,R
MS01,0.3401015228426396,0.6598984771573604,0.6637168141592921,0.336283185840708,-18.35,0.33399999999999996,0.6509999999999999,0.32,0.6579999999999999,178000,169000,R
MT01,0.6712328767123288,0.3287671232876712,0.6759259259259259,0.324074074074074,-6.22,0.45299999999999996,0.522,0.402,0.52,7060,54600,R
MT02,0.7087378640776699,0.2912621359223301,0.7786885245901639,0.221311475409836,-16.3,0.353,0.622,0.315,0.611,2640,18100,R
NC03,0.7480314960629921,0.2519685039370078,0.7431192660550459,0.2568807339449541,-14.98,0.366,0.619,0.353,0.614,2480,335000,R
NC07,0.7415730337078652,0.2584269662921348,0.7459016393442623,0.2540983606557377,-8.49,0.43,0.557,0.41700000000000004,0.546,4990000,4160,R
NC09,0.782608695652174,0.217391304347826,0.801980198019802,0.198019801980198,-6.08,0.45299999999999996,0.532,0.441,0.523,3290000,2480000,R
NC11,0.9328859060402684,0.0671140939597315,0.7686567164179104,0.2313432835820895,-7.83,0.441,0.5429999999999999,0.401,0.552,16300,74000,R
NC01,0.7966101694915254,0.2033898305084746,0.8448275862068966,0.1551724137931034,2.05,0.531,0.45799999999999996,0.536,0.43799999999999994,36600000,1160000,D
NC02,0.8478260869565217,0.1521739130434782,0.8153846153846154,0.1846153846153846,11.89,0.634,0.34700000000000003,0.5820000000000001,0.36200000000000004,120000,7170,D
NC04,0.7538461538461538,0.2461538461538461,0.6923076923076923,0.3076923076923077,15.76,0.6679999999999999,0.318,0.65,0.31,1960,386,D
NC05,0.575,0.425,0.5128205128205128,0.4871794871794871,-12.99,0.387,0.599,0.36700000000000005,0.5920000000000001,30600,31600,R
NC06,0.7540983606557377,0.2459016393442623,0.7469879518072289,0.253012048192771,4.08,0.555,0.431,0.534,0.429,23900,47400,D
NC08,0.75,0.25,0.7051282051282052,0.2948717948717949,-19.63,0.32299999999999995,0.664,0.301,0.664,52500,311000,R
NC10,0.8130841121495327,0.1869158878504672,0.4929577464788732,0.5070422535211268,-22.15,0.29600000000000004,0.691,0.282,0.6829999999999999,200,31500,R
NC12,0.7889908256880734,0.2110091743119266,0.6842105263157895,0.3157894736842105,12.7,0.642,0.342,0.602,0.35600000000000004,66300,3810000,D
NC13,0.8108108108108109,0.1891891891891892,0.6637931034482759,0.3362068965517241,-1.64,0.5,0.483,0.466,0.49,10500,18000,D
NC14,0.7327586206896551,0.2672413793103448,0.5555555555555556,0.4444444444444444,5.54,0.573,0.41,0.524,0.426,7170000,4660,D
ND00,0.0,0.0,0.7333333333333333,0.2666666666666666,-19.84,0.318,0.6509999999999999,0.272,0.63,0,206000,R
NE01,0.8269230769230769,0.173076923076923,0.7326732673267327,0.2673267326732673,-8.67,0.433,0.5429999999999999,0.376,0.5589999999999999,3040,1610000,R
NE03,0.6938775510204082,0.3061224489795918,0.7444444444444445,0.2555555555555555,-28.89,0.231,0.7490000000000001,0.20600000000000002,0.742,51700000,1920000,R
NE02,0.6785714285714286,0.3214285714285714,0.6307692307692307,0.3692307692307692,0.17,0.521,0.45799999999999996,0.462,0.48100000000000004,127000,6390000,R
NH01,0.8615384615384616,0.1384615384615384,0.752,0.248,0.06,0.522,0.462,0.45899999999999996,0.475,60600,26700,D
NH02,0.8085106382978723,0.1914893617021276,0.7636363636363637,0.2363636363636363,1.71,0.536,0.447,0.478,0.45399999999999996,2350,1500000,D
NJ01,0.7722772277227723,0.2277227722772277,0.9029126213592232,0.0970873786407767,10.32,0.615,0.371,0.6,0.36700000000000005,22900,5160,D
NJ02,0.6666666666666666,0.3333333333333333,0.7425742574257426,0.2574257425742574,-4.81,0.46799999999999997,0.519,0.44799999999999995,0.519,6250000,117000,R
NJ04,0.7559055118110236,0.2440944881889764,0.7352941176470589,0.2647058823529412,-14.13,0.381,0.606,0.345,0.624,183000,7520000,R
NJ05,0.5797101449275363,0.4202898550724637,0.7927927927927928,0.2072072072072072,3.73,0.556,0.43200000000000005,0.522,0.445,16200,14300,D
NJ06,0.6477272727272727,0.3522727272727273,0.9216867469879518,0.0783132530120482,7.95,0.5920000000000001,0.395,0.579,0.389,51900,9190,D
NJ08,0.4587155963302752,0.5412844036697247,0.4444444444444444,0.5555555555555556,21.95,0.718,0.271,0.757,0.215,77400,118000,D
NJ03,0.9280575539568344,0.0719424460431654,0.8235294117647058,0.1764705882352941,4.61,0.564,0.423,0.53,0.435,10100000,36300,D
NJ07,0.8343949044585988,0.1656050955414012,0.9555555555555556,0.0444444444444444,-1.33,0.51,0.474,0.452,0.508,33300,13200,R
NJ10,0.7419354838709677,0.2580645161290322,0.8773584905660378,0.1226415094339622,30.01,0.809,0.183,0.8170000000000001,0.163,49800,12900,D
NJ12,0.8275862068965517,0.1724137931034483,0.75,0.25,12.09,0.665,0.322,0.6409999999999999,0.327,19900,23600,D
NJ09,0.6597938144329897,0.3402061855670103,0.7293233082706767,0.2706766917293233,8.31,0.59,0.4,0.607,0.36700000000000005,17300,411,D
NJ11,0.7716535433070866,0.2283464566929134,0.5572519083969466,0.4427480916030534,5.8,0.578,0.41,0.5379999999999999,0.43,28400,34100,D
NM03,0.8984375,0.1015625,0.8435374149659864,0.1564625850340136,3.6,0.544,0.436,0.499,0.395,3910,57400,D
NM02,0.75,0.25,0.7258064516129032,0.2741935483870967,1.12,0.519,0.46,0.47600000000000003,0.415,56700,10500,D
NM01,0.8345323741007195,0.1654676258992805,0.8,0.2,4.7,0.56,0.41600000000000004,0.474,0.395,4590,36800,D
NV01,0.6938775510204082,0.3061224489795918,0.628099173553719,0.371900826446281,2.61,0.532,0.447,0.52,0.42,24700,2680000,D
NV03,0.8333333333333334,0.1666666666666666,0.71,0.29,1.46,0.524,0.457,0.505,0.43799999999999994,64800,264000,D
NV02,0.8058252427184466,0.1941747572815534,0.6571428571428571,0.3428571428571428,-8.05,0.431,0.541,0.392,0.525,23400,11000,R
NV04,0.7433628318584071,0.2566371681415929,0.6907216494845361,0.3092783505154639,2.6,0.531,0.44799999999999995,0.523,0.418,10200,299000,D
NY01,0.900709219858156,0.0992907801418439,0.75,0.25,-2.93,0.494,0.49200000000000005,0.44,0.519,9820,369,R
NY02,0.8403361344537815,0.1596638655462184,0.7165354330708661,0.2834645669291338,-3.4,0.486,0.501,0.44799999999999995,0.514,128000,4810,R
NY03,0.7518796992481203,0.2481203007518796,0.75,0.25,1.78,0.534,0.45299999999999996,0.508,0.457,124000,1200000,R
NY04,0.7109375,0.2890625,0.8220338983050848,0.1779661016949152,5.09,0.5660000000000001,0.42100000000000004,0.5429999999999999,0.42200000000000004,13000,62300,R
NY05,0.5181818181818182,0.4818181818181818,0.7570093457943925,0.2429906542056074,30.43,0.8079999999999999,0.184,0.836,0.14400000000000002,26100,45900000,D
NY06,0.7380952380952381,0.2619047619047619,0.8928571428571429,0.1071428571428571,14.73,0.645,0.34299999999999997,0.687,0.281,35800,212,D
NY07,0.5529411764705883,0.4470588235294118,0.5714285714285714,0.4285714285714285,31.1,0.805,0.182,0.846,0.11900000000000001,7340,580000,D
NY08,0.7010309278350515,0.2989690721649484,0.8260869565217391,0.1739130434782608,25.84,0.76,0.23,0.7909999999999999,0.18600000000000003,158000,78,D
NY10,0.7432432432432432,0.2567567567567567,0.7857142857142857,0.2142857142857142,34.7,0.848,0.138,0.853,0.10800000000000001,198000,115,D
NY11,0.9210526315789472,0.0789473684210526,0.875,0.125,-5.89,0.456,0.532,0.444,0.523,13200000,15200,R
NY12,0.6728971962616822,0.3271028037383177,0.65,0.35,34.23,0.848,0.13699999999999998,0.831,0.128,28300,222,D
NY13,1.0,0.0,0.0,0.0,38.29,0.879,0.11,0.92,0.053,26100,0,D
NY14,0.6090909090909091,0.3909090909090909,0.6779661016949152,0.3220338983050847,27.94,0.777,0.213,0.8190000000000001,0.154,200000,83800,D
NY15,0.4471544715447154,0.5528455284552846,1.0,0.0,34.85,0.845,0.147,0.898,0.081,27200,51,D
NY16,0.5833333333333334,0.4166666666666667,0.9090909090909092,0.0909090909090909,20.14,0.713,0.27699999999999997,0.6970000000000001,0.267,17600,691,D
NY17,0.6880733944954128,0.3119266055045872,0.8731343283582089,0.126865671641791,2.88,0.544,0.44299999999999995,0.52,0.439,36100,77000,R
NY18,0.6771653543307087,0.3228346456692913,0.8468468468468469,0.1531531531531531,1.31,0.5329999999999999,0.45,0.479,0.47,2060000,13800,D
NY19,0.75,0.25,0.7914110429447853,0.2085889570552147,-0.43,0.512,0.466,0.45799999999999996,0.475,425000,3900,R
NY20,0.7899159663865546,0.2100840336134453,0.8933333333333333,0.1066666666666666,6.94,0.584,0.39299999999999996,0.524,0.406,8880,5220000,D
NY21,0.6171875,0.3828125,0.7076923076923077,0.2923076923076923,-8.82,0.428,0.551,0.386,0.5429999999999999,18500,46800,R
NY22,0.7936507936507936,0.2063492063492063,0.8163265306122449,0.1836734693877551,1.15,0.526,0.452,0.479,0.45799999999999996,4160,2830000,R
NY23,0.9166666666666666,0.0833333333333333,0.7142857142857143,0.2857142857142857,-11.75,0.40399999999999997,0.5760000000000001,0.35100000000000003,0.5920000000000001,23300,13400,R
NY24,0.7244094488188977,0.2755905511811024,0.7010309278350515,0.2989690721649484,-11.45,0.402,0.574,0.358,0.5720000000000001,88500,24900,R
NY25,0.7553191489361702,0.2446808510638297,0.84251968503937,0.1574803149606299,7.39,0.586,0.389,0.536,0.39899999999999997,4800,17200,D
NY26,0.7575757575757576,0.2424242424242424,0.5737704918032787,0.4262295081967213,9.03,0.608,0.374,0.555,0.397,163000,14500,D
NY09,0.7672413793103449,0.2327586206896551,0.0,0.0,25.11,0.753,0.23800000000000002,0.7829999999999999,0.19,18300,0,D
OH01,0.8053097345132744,0.1946902654867256,0.9285714285714286,0.0714285714285714,1.76,0.535,0.45,0.49700000000000005,0.457,23100,25600,D
OH03,0.704,0.296,0.7903225806451613,0.2096774193548387,19.71,0.711,0.27399999999999997,0.669,0.285,13200,442,D
OH04,0.7362637362637363,0.2637362637362637,0.66,0.34,-20.49,0.314,0.6709999999999999,0.289,0.664,1420,5140000,R
OH05,0.7720588235294118,0.2279411764705882,0.6909090909090909,0.3090909090909091,-15.48,0.358,0.626,0.349,0.599,7890,8600,R
OH06,0.746031746031746,0.2539682539682539,0.7387387387387387,0.2612612612612612,-16.11,0.35,0.637,0.35700000000000004,0.603,399,21500000,R
OH07,0.656,0.344,0.7894736842105263,0.2105263157894736,-6.98,0.44799999999999995,0.54,0.42100000000000004,0.536,1870,5400000,R
OH09,0.75,0.25,0.625,0.375,-3.22,0.47700000000000004,0.506,0.46799999999999997,0.47700000000000004,18700,13500,D
OH10,0.6306306306306306,0.3693693693693693,0.6534653465346535,0.3465346534653465,-4.12,0.474,0.509,0.446,0.507,624,5290000,R
OH11,0.7463768115942029,0.2536231884057971,0.7723577235772358,0.2276422764227642,27.63,0.7829999999999999,0.207,0.789,0.183,4710,86800,D
OH13,0.7744360902255639,0.225563909774436,0.7115384615384616,0.2884615384615384,-0.63,0.507,0.479,0.489,0.46799999999999997,15600,1600,D
OH14,0.7868852459016393,0.2131147540983606,0.751937984496124,0.2480620155038759,-9.44,0.419,0.568,0.41,0.546,2140,1030000,R
OH15,0.7571428571428571,0.2428571428571428,0.8045977011494253,0.1954022988505747,-5.92,0.45799999999999996,0.526,0.424,0.528,3530,1140000,R
OH02,0.5072463768115942,0.4927536231884058,0.6530612244897959,0.3469387755102041,-24.87,0.266,0.72,0.263,0.6970000000000001,33600,7420,R
OH08,0.7473684210526316,0.2526315789473684,0.5853658536585366,0.4146341463414634,-13.74,0.38299999999999995,0.603,0.349,0.609,4360,133000,R
OH12,0.8333333333333334,0.1666666666666666,0.76,0.24,-17.58,0.33799999999999997,0.647,0.33,0.623,88,4570,R
OK01,0.65625,0.34375,0.7578947368421053,0.2421052631578947,-13.87,0.381,0.594,0.332,0.609,19000000,10300,R
OK03,0.6886792452830188,0.3113207547169811,0.7297297297297297,0.2702702702702703,-24.37,0.275,0.703,0.247,0.6970000000000001,59500,1400000,R
OK04,0.7619047619047619,0.238095238095238,0.7105263157894737,0.2894736842105263,-18.55,0.33299999999999996,0.642,0.293,0.647,11300,3090000,R
OK02,0.9148936170212766,0.0851063829787234,0.8195488721804511,0.1804511278195488,-28.89,0.22399999999999998,0.758,0.22899999999999998,0.727,56500,1300,R
OK05,0.8723404255319149,0.1276595744680851,0.780952380952381,0.219047619047619,-12.4,0.395,0.579,0.342,0.589,8390,7750,R
OR02,0.7821782178217822,0.2178217821782178,0.6491228070175439,0.3508771929824561,-15.21,0.364,0.607,0.313,0.59,1790,4650,R
OR03,0.7090909090909091,0.2909090909090909,0.7357142857142858,0.2642857142857143,22.18,0.72,0.25,0.6659999999999999,0.23399999999999999,16900,22300,D
OR04,0.7029702970297029,0.297029702970297,0.7217391304347827,0.2782608695652174,4.05,0.547,0.42,0.485,0.405,5780,18600,D
OR05,0.7435897435897436,0.2564102564102564,0.9047619047619048,0.0952380952380952,1.82,0.528,0.44,0.45899999999999996,0.43,10400,14000,R
OR01,0.8360655737704918,0.1639344262295081,0.7821782178217822,0.2178217821782178,17.74,0.679,0.28800000000000003,0.607,0.281,4830,361000,D
OR06,1.0,0.0,0.7583333333333333,0.2416666666666666,4.06,0.5479999999999999,0.41700000000000004,0.474,0.40700000000000003,66700,75900,D
PA01,0.7969924812030075,0.2030075187969924,0.7165354330708661,0.2834645669291338,-0.13,0.518,0.47200000000000003,0.485,0.478,840,199000,R
PA03,0.8771929824561403,0.1228070175438596,0.0,0.0,38.99,0.9009999999999999,0.092,0.899,0.08,72000,0,D
PA04,0.7934782608695652,0.2065217391304347,0.8048780487804879,0.1951219512195122,7.01,0.589,0.4,0.55,0.41100000000000003,46300,41700,D
PA05,0.8137254901960784,0.1862745098039215,0.9629629629629628,0.037037037037037,13.97,0.657,0.33399999999999996,0.63,0.34,9970,157,D
PA06,0.8214285714285714,0.1785714285714285,0.7727272727272727,0.2272727272727272,4.76,0.568,0.42,0.524,0.435,6820,1590,D
PA07,0.8762886597938144,0.1237113402061855,0.7763157894736842,0.2236842105263158,-2.12,0.49700000000000005,0.491,0.467,0.495,421000,7230,D
PA08,0.7938931297709924,0.2061068702290076,0.7156862745098039,0.284313725490196,-4.12,0.48,0.509,0.444,0.525,39300,3350,D
PA10,0.8278688524590164,0.1721311475409836,0.6354166666666666,0.3645833333333333,-4.85,0.47200000000000003,0.513,0.429,0.528,827,2180000,R
PA11,0.8015267175572519,0.1984732824427481,0.6339285714285714,0.3660714285714285,-13.42,0.386,0.599,0.349,0.603,19700,6820,R
PA12,0.7966101694915254,0.2033898305084746,0.7217391304347827,0.2782608695652174,7.85,0.594,0.395,0.5710000000000001,0.396,17200000,292000,D
PA13,0.0,0.0,0.7835051546391752,0.2164948453608247,-25.12,0.268,0.72,0.252,0.7140000000000001,0,1720000,R
PA14,0.0,0.0,0.7636363636363637,0.2363636363636363,-18.07,0.337,0.652,0.324,0.644,0,9610,R
PA16,0.8522727272727273,0.1477272727272727,0.8429752066115702,0.1570247933884297,-12.71,0.39,0.597,0.369,0.59,50200,14800000,R
PA17,0.8914728682170543,0.1085271317829457,0.7410714285714286,0.2589285714285714,0.37,0.523,0.465,0.48700000000000004,0.47600000000000003,7080,15100,D
PA02,0.7982456140350878,0.2017543859649122,0.7209302325581395,0.2790697674418604,20.46,0.71,0.28300000000000003,0.735,0.243,55400,19900,D
PA09,0.6290322580645161,0.3709677419354839,0.7634408602150538,0.2365591397849462,-21.03,0.31,0.675,0.282,0.6779999999999999,3690,8780,R
PA15,1.0,0.0,0.8363636363636363,0.1636363636363636,-20.79,0.308,0.6779999999999999,0.298,0.662,175,174000,R
RI01,0.6460176991150443,0.3539823008849557,0.6991150442477876,0.3008849557522124,12.39,0.635,0.345,0.591,0.344,39200,247000,D
RI02,0.6825396825396826,0.3174603174603174,0.7931034482758621,0.2068965517241379,4.24,0.5579999999999999,0.42200000000000004,0.502,0.429,7840,11200,D
SC02,0.8434782608695652,0.1565217391304348,0.6730769230769231,0.3269230769230769,-8.27,0.439,0.545,0.389,0.561,548,13900000,R
SC03,0.0,0.0,0.5982905982905983,0.4017094017094017,-21.15,0.306,0.68,0.29100000000000004,0.669,0,335000,R
SC04,0.0,0.0,0.7215189873417721,0.2784810126582278,-12.22,0.39799999999999996,0.584,0.354,0.5920000000000001,0,26800,R
SC06,0.6808510638297872,0.3191489361702128,0.8173913043478261,0.1826086956521739,14.33,0.653,0.332,0.639,0.32299999999999995,59100,12100,D
SC07,0.8346456692913385,0.1653543307086614,0.8532110091743119,0.146788990825688,-11.48,0.402,0.588,0.391,0.58,165000,53600,R
SC01,0.7788461538461539,0.2211538461538461,0.71875,0.28125,-7.24,0.44799999999999995,0.535,0.39799999999999996,0.545,63500,36100,R
SC05,0.8360655737704918,0.1639344262295081,0.6049382716049383,0.3950617283950617,-11.53,0.402,0.584,0.379,0.5820000000000001,221,127000,R
SD00,0.0,0.0,0.2075471698113207,0.7924528301886793,-16.05,0.35600000000000004,0.618,0.317,0.615,0,89300,R
TN01,1.0,0.0,0.4354838709677419,0.5645161290322581,-30.06,0.22,0.763,0.196,0.764,72100,4230,R
TN02,0.6923076923076923,0.3076923076923077,0.6952380952380952,0.3047619047619048,-17.82,0.344,0.637,0.295,0.647,142000,8310,R
TN03,0.824,0.176,0.3671875,0.6328125,-18.8,0.331,0.65,0.299,0.6509999999999999,5400,6750,R
TN04,0.7184466019417476,0.2815533980582524,0.512396694214876,0.4876033057851239,-21.77,0.302,0.679,0.273,0.684,50000,6200,R
TN05,0.7672413793103449,0.2327586206896551,0.6101694915254238,0.3898305084745763,-8.56,0.43200000000000005,0.545,0.385,0.556,90100,6420,R
TN06,0.8153846153846154,0.1846153846153846,0.9013157894736842,0.0986842105263157,-17.3,0.345,0.637,0.319,0.637,14800,36800000,R
TN07,0.65,0.35,0.4293785310734463,0.5706214689265536,-10.05,0.413,0.564,0.38799999999999996,0.56,25700,250000000,R
TN08,0.7938144329896907,0.2061855670103092,0.6953125,0.3046875,-21.23,0.306,0.68,0.28800000000000003,0.6779999999999999,4090,3580,R
TN09,0.6578947368421053,0.3421052631578947,0.7593984962406015,0.2406015037593984,22.39,0.732,0.251,0.718,0.25,894000,5520,D
TX01,0.6587301587301587,0.3412698412698413,0.868421052631579,0.131578947368421,-25.53,0.265,0.723,0.24600000000000002,0.7240000000000001,4130,18200,R
TX02,0.7786885245901639,0.221311475409836,0.5480769230769231,0.4519230769230769,-14.83,0.379,0.607,0.316,0.633,15000,25900,R
TX03,0.6973684210526315,0.3026315789473684,0.8449612403100775,0.1550387596899224,-10.92,0.419,0.563,0.34,0.6,8420,2800000,R
TX04,0.8095238095238095,0.1904761904761904,0.5425531914893617,0.4574468085106383,-16.39,0.363,0.623,0.305,0.648,267,65900,R
TX05,0.7619047619047619,0.238095238095238,0.7094017094017094,0.2905982905982906,-14.23,0.382,0.606,0.33899999999999997,0.628,186,10200,R
TX06,0.0,0.0,0.8469387755102041,0.1530612244897959,-15.12,0.374,0.613,0.325,0.637,0,4820,R
TX07,0.672,0.328,0.6610169491525424,0.3389830508474576,13.29,0.642,0.344,0.625,0.326,13900,12700,D
TX08,0.7966101694915254,0.2033898305084746,0.7711864406779662,0.2288135593220339,-16.44,0.358,0.629,0.321,0.64,10300000,4830,R
TX09,0.4493670886075949,0.5506329113924051,0.6944444444444444,0.3055555555555556,25.68,0.7609999999999999,0.22699999999999998,0.77,0.19699999999999998,727000000,197000,D
TX10,0.6071428571428571,0.3928571428571428,0.6814159292035398,0.3185840707964602,-12.59,0.397,0.584,0.34,0.602,29700,43400,R
TX11,0.0,0.0,0.719626168224299,0.2803738317757009,-22.83,0.29100000000000004,0.6940000000000001,0.26899999999999996,0.691,0,23400,R
TX12,0.672,0.328,0.5084745762711864,0.4915254237288136,-12.26,0.401,0.5820000000000001,0.34600000000000003,0.602,122000,24200,R
TX13,0.7364341085271318,0.2635658914728682,0.5360824742268041,0.4639175257731959,-26.05,0.264,0.7190000000000001,0.221,0.735,1860000,32000,R
TX14,0.8527131782945736,0.1472868217054263,0.6781609195402298,0.3218390804597701,-16.52,0.35,0.635,0.33899999999999997,0.624,33100,54400,R
TX15,0.5739130434782609,0.4260869565217391,0.7304964539007093,0.2695035460992908,-1.35,0.48100000000000004,0.509,0.547,0.415,28200,120000,R
TX16,0.7181818181818181,0.2818181818181818,0.6444444444444445,0.3555555555555555,17.06,0.669,0.315,0.68,0.261,28800,541,D
TX17,0.6891891891891891,0.3108108108108108,0.6067415730337079,0.3932584269662921,-14.32,0.379,0.605,0.336,0.619,42900,205000,R
TX18,0.5405405405405406,0.4594594594594595,0.725,0.275,23.16,0.735,0.251,0.738,0.222,61900,68700,D
TX19,0.0,0.0,0.7835051546391752,0.2164948453608247,-25.92,0.262,0.723,0.23399999999999999,0.7190000000000001,0,6600,R
TX20,0.7647058823529411,0.2352941176470588,0.73,0.27,14.88,0.657,0.326,0.63,0.311,87800,50100,D
TX21,0.7951807228915663,0.2048192771084337,0.6301369863013698,0.3698630136986301,-13.16,0.39399999999999996,0.591,0.33299999999999996,0.611,60600,173000,R
TX22,0.7226890756302521,0.2773109243697479,0.54,0.46,-11.05,0.415,0.57,0.35700000000000004,0.599,3520000,10200,R
TX23,0.7777777777777778,0.2222222222222222,0.6831683168316832,0.3168316831683168,-5.27,0.457,0.53,0.455,0.496,95000,62200,R
TX24,0.7971014492753623,0.2028985507246377,0.6788990825688074,0.3211009174311927,-9.81,0.431,0.5529999999999999,0.354,0.593,101000,3940,R
TX25,0.0,0.0,0.7264957264957265,0.2735042735042735,-18.66,0.337,0.649,0.295,0.6629999999999999,0,10100000,R
TX26,0.0,0.0,0.6388888888888888,0.3611111111111111,-13.04,0.4,0.585,0.321,0.627,0,247000,R
TX27,0.8469387755102041,0.1530612244897959,0.7764705882352941,0.2235294117647059,-13.32,0.381,0.605,0.37200000000000005,0.588,670,15700000,R
TX29,0.6078431372549019,0.392156862745098,0.9545454545454546,0.0454545454545454,18.45,0.6779999999999999,0.31,0.73,0.23399999999999999,55400,269,D
